name,area,category,tier,starting,condition,rare,dangerous,weight,cost,prerequisites,prerequisites_full,unlocked_direct,unlocked_full,tier1_physics_techs_unlocked,tier1_society_techs_unlocked,tier1_engineering_techs_unlocked,tier1_physics_techs_unlocked_cost,tier1_society_techs_unlocked_cost,tier1_engineering_techs_unlocked_cost,tier2_physics_techs_unlocked,tier2_society_techs_unlocked,tier2_engineering_techs_unlocked,tier2_physics_techs_unlocked_cost,tier2_society_techs_unlocked_cost,tier2_engineering_techs_unlocked_cost,tier3_physics_techs_unlocked,tier3_society_techs_unlocked,tier3_engineering_techs_unlocked,tier3_physics_techs_unlocked_cost,tier3_society_techs_unlocked_cost,tier3_engineering_techs_unlocked_cost,tier4_physics_techs_unlocked,tier4_society_techs_unlocked,tier4_engineering_techs_unlocked,tier4_physics_techs_unlocked_cost,tier4_society_techs_unlocked_cost,tier4_engineering_techs_unlocked_cost,tier5_physics_techs_unlocked,tier5_society_techs_unlocked,tier5_engineering_techs_unlocked,tier5_physics_techs_unlocked_cost,tier5_society_techs_unlocked_cost,tier5_engineering_techs_unlocked_cost,to_tier1_physics_techs_unlocked,to_tier1_society_techs_unlocked,to_tier1_engineering_techs_unlocked,to_tier1_physics_techs_unlocked_cost,to_tier1_society_techs_unlocked_cost,to_tier1_engineering_techs_unlocked_cost,to_tier2_physics_techs_unlocked,to_tier2_society_techs_unlocked,to_tier2_engineering_techs_unlocked,to_tier2_physics_techs_unlocked_cost,to_tier2_society_techs_unlocked_cost,to_tier2_engineering_techs_unlocked_cost,to_tier3_physics_techs_unlocked,to_tier3_society_techs_unlocked,to_tier3_engineering_techs_unlocked,to_tier3_physics_techs_unlocked_cost,to_tier3_society_techs_unlocked_cost,to_tier3_engineering_techs_unlocked_cost,to_tier4_physics_techs_unlocked,to_tier4_society_techs_unlocked,to_tier4_engineering_techs_unlocked,to_tier4_physics_techs_unlocked_cost,to_tier4_society_techs_unlocked_cost,to_tier4_engineering_techs_unlocked_cost,to_tier5_physics_techs_unlocked,to_tier5_society_techs_unlocked,to_tier5_engineering_techs_unlocked,to_tier5_physics_techs_unlocked_cost,to_tier5_society_techs_unlocked_cost,to_tier5_engineering_techs_unlocked_cost,ignored,blocked,indirectly_blocked
tech_battleships,engineering,voidcraft,4,False,False,False,False,45,6000,tech_cruisers,tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_titans tech_battleship_build_speed tech_battleship_hull_1 tech_mega_engineering tech_mass_accelerator_1 tech_energy_lance_1 tech_arc_emitter_1,tech_titans tech_colossus tech_pk_cracker tech_pk_shielder tech_pk_neutron tech_pk_godray tech_pk_nanobots tech_titan_hull_1 tech_titan_hull_2 tech_battleship_build_speed tech_battleship_hull_1 tech_battleship_hull_2 tech_mega_engineering tech_gateway_construction tech_mass_accelerator_1 tech_mass_accelerator_2 tech_energy_lance_1 tech_energy_lance_2 tech_arc_emitter_1 tech_arc_emitter_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,36000,0,42000,3,1,8,48000,14000,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,36000,0,42000,7,1,13,84000,14000,169000,False,False,False
tech_titans,engineering,voidcraft,5,False,True,False,False,30,14000,tech_battleships,tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_colossus tech_titan_hull_1,tech_colossus tech_pk_cracker tech_pk_shielder tech_pk_neutron tech_pk_godray tech_pk_nanobots tech_titan_hull_1 tech_titan_hull_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,28000,14000,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,28000,14000,93000,False,False,False
tech_corvette_build_speed,engineering,voidcraft,1,False,False,False,False,95,640,tech_corvettes,tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,1,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,640,0,0,1,0,0,640,0,0,1,0,0,640,0,0,1,0,0,640,0,0,1,0,0,640,False,False,False
tech_corvette_hull_1,engineering,voidcraft,1,False,False,False,False,90,780,tech_corvettes,tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_corvette_hull_2,tech_corvette_hull_2,0,0,1,0,0,780,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,780,0,0,2,0,0,2780,0,0,2,0,0,2780,0,0,2,0,0,2780,0,0,2,0,0,2780,False,False,False
tech_corvette_hull_2,engineering,voidcraft,2,False,False,True,False,70,2000,tech_corvette_hull_1,tech_corvette_hull_1 tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,1,0,0,2000,0,0,1,0,0,2000,0,0,1,0,0,2000,False,False,False
tech_destroyer_build_speed,engineering,voidcraft,2,False,False,False,False,75,1500,tech_destroyers,tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,1,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,0,0,1,0,0,1500,0,0,1,0,0,1500,0,0,1,0,0,1500,False,False,False
tech_destroyer_hull_1,engineering,voidcraft,2,False,False,False,False,70,2000,tech_destroyers,tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_destroyer_hull_2,tech_destroyer_hull_2,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,1,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,2,0,0,5000,0,0,2,0,0,5000,0,0,2,0,0,5000,False,False,False
tech_destroyer_hull_2,engineering,voidcraft,3,False,False,True,False,65,3000,tech_destroyer_hull_1,tech_destroyer_hull_1 tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,1,0,0,3000,0,0,1,0,0,3000,False,False,False
tech_cruiser_build_speed,engineering,voidcraft,3,False,False,False,False,60,4000,tech_cruisers,tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4000,0,0,1,0,0,4000,0,0,1,0,0,4000,False,False,False
tech_cruiser_hull_1,engineering,voidcraft,3,False,False,False,False,50,5000,tech_cruisers,tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_cruiser_hull_2,tech_cruiser_hull_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,1,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,2,0,0,11000,0,0,2,0,0,11000,False,False,False
tech_cruiser_hull_2,engineering,voidcraft,4,False,False,True,False,45,6000,tech_cruiser_hull_1,tech_cruiser_hull_1 tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,0,0,1,0,0,6000,False,False,False
tech_battleship_build_speed,engineering,voidcraft,4,False,False,False,False,40,8000,tech_battleships,tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000,0,0,1,0,0,8000,False,False,False
tech_battleship_hull_1,engineering,voidcraft,4,False,False,False,False,35,10000,tech_battleships,tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_battleship_hull_2,tech_battleship_hull_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000,0,0,1,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000,0,0,2,0,0,24000,False,False,False
tech_battleship_hull_2,engineering,voidcraft,5,False,False,True,False,30,14000,tech_battleship_hull_1,tech_battleship_hull_1 tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14000,False,False,False
tech_titan_hull_1,engineering,voidcraft,5,False,False,True,False,25,17000,tech_titans,tech_titans tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,tech_titan_hull_2,tech_titan_hull_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37000,False,False,False
tech_titan_hull_2,engineering,voidcraft,5,False,False,True,False,20,20000,tech_titan_hull_1,tech_titan_hull_1 tech_titans tech_battleships tech_cruisers tech_destroyers tech_corvettes tech_starbase_2 tech_starbase_1 tech_space_construction,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20000,False,False,False
tech_starbase_1,engineering,voidcraft,0,True,False,False,False,0,0,tech_space_construction,tech_space_construction,tech_starbase_2 tech_space_defense_station_1,tech_starbase_2 tech_corvettes tech_destroyers tech_cruisers tech_battleships tech_titans tech_colossus tech_pk_cracker tech_pk_shielder tech_pk_neutron tech_pk_godray tech_pk_nanobots tech_titan_hull_1 tech_titan_hull_2 tech_battleship_build_speed tech_battleship_hull_1 tech_battleship_hull_2 tech_mega_engineering tech_gateway_construction tech_mass_accelerator_1 tech_mass_accelerator_2 tech_energy_lance_1 tech_energy_lance_2 tech_arc_emitter_1 tech_arc_emitter_2 tech_cruiser_build_speed tech_cruiser_hull_1 tech_cruiser_hull_2 tech_destroyer_build_speed tech_destroyer_hull_1 tech_destroyer_hull_2 tech_corvette_build_speed tech_corvette_hull_1 tech_corvette_hull_2 tech_starbase_3 tech_starbase_4 tech_starbase_5 tech_space_defense_station_improvement tech_modular_engineering tech_defense_platform_hull_1 tech_repeatable_improved_military_station_damage tech_repeatable_improved_military_station_health tech_strike_craft_1 tech_strike_craft_2 tech_strike_craft_3 tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate tech_space_defense_station_1,0,0,7,0,0,2200,0,0,8,0,0,13500,0,0,8,0,0,34000,4,0,7,36000,0,56000,4,1,13,68000,14000,227000,0,0,7,0,0,2200,0,0,15,0,0,15700,0,0,23,0,0,49700,4,0,30,36000,0,105700,8,1,43,104000,14000,332700,False,False,False
tech_starbase_2,engineering,voidcraft,0,True,False,False,False,0,0,tech_starbase_1,tech_starbase_1 tech_space_construction,tech_corvettes tech_starbase_3 tech_strike_craft_1,tech_corvettes tech_destroyers tech_cruisers tech_battleships tech_titans tech_colossus tech_pk_cracker tech_pk_shielder tech_pk_neutron tech_pk_godray tech_pk_nanobots tech_titan_hull_1 tech_titan_hull_2 tech_battleship_build_speed tech_battleship_hull_1 tech_battleship_hull_2 tech_mega_engineering tech_gateway_construction tech_mass_accelerator_1 tech_mass_accelerator_2 tech_energy_lance_1 tech_energy_lance_2 tech_arc_emitter_1 tech_arc_emitter_2 tech_cruiser_build_speed tech_cruiser_hull_1 tech_cruiser_hull_2 tech_destroyer_build_speed tech_destroyer_hull_1 tech_destroyer_hull_2 tech_corvette_build_speed tech_corvette_hull_1 tech_corvette_hull_2 tech_starbase_3 tech_starbase_4 tech_starbase_5 tech_space_defense_station_improvement tech_modular_engineering tech_defense_platform_hull_1 tech_repeatable_improved_military_station_damage tech_repeatable_improved_military_station_health tech_strike_craft_1 tech_strike_craft_2 tech_strike_craft_3 tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate,0,0,5,0,0,2200,0,0,8,0,0,13500,0,0,8,0,0,34000,4,0,7,36000,0,56000,4,1,13,68000,14000,227000,0,0,5,0,0,2200,0,0,13,0,0,15700,0,0,21,0,0,49700,4,0,28,36000,0,105700,8,1,41,104000,14000,332700,False,False,False
tech_starbase_3,engineering,voidcraft,2,False,False,False,False,75,1500,tech_starbase_2,tech_starbase_2 tech_starbase_1 tech_space_construction,tech_starbase_4 tech_modular_engineering tech_defense_platform_hull_1,tech_starbase_4 tech_starbase_5 tech_mega_engineering tech_gateway_construction tech_space_defense_station_improvement tech_modular_engineering tech_defense_platform_hull_1 tech_repeatable_improved_military_station_damage tech_repeatable_improved_military_station_health,0,0,0,0,0,0,0,0,3,0,0,5000,0,0,3,0,0,14000,0,0,1,0,0,8000,1,0,3,20000,0,60000,0,0,0,0,0,0,0,0,3,0,0,5000,0,0,6,0,0,19000,0,0,7,0,0,27000,1,0,10,20000,0,87000,False,False,False
tech_starbase_4,engineering,voidcraft,3,False,False,False,False,60,4000,tech_starbase_3,tech_starbase_3 tech_starbase_2 tech_starbase_1 tech_space_construction,tech_starbase_5 tech_space_defense_station_improvement,tech_starbase_5 tech_mega_engineering tech_gateway_construction tech_space_defense_station_improvement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9000,0,0,1,0,0,8000,1,0,1,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9000,0,0,3,0,0,17000,1,0,4,20000,0,37000,False,False,False
tech_starbase_5,engineering,voidcraft,4,False,False,False,False,40,8000,tech_starbase_4,tech_starbase_4 tech_starbase_3 tech_starbase_2 tech_starbase_1 tech_space_construction,tech_mega_engineering,tech_mega_engineering tech_gateway_construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000,1,0,1,20000,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000,1,0,2,20000,0,28000,False,False,False
tech_modular_engineering,engineering,voidcraft,2,False,False,True,False,70,2000,tech_starbase_3,tech_starbase_3 tech_starbase_2 tech_starbase_1 tech_space_construction,tech_space_defense_station_improvement,tech_space_defense_station_improvement,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,1,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,2,0,0,7000,0,0,2,0,0,7000,0,0,2,0,0,7000,False,False,False
tech_space_defense_station_improvement,engineering,voidcraft,3,False,False,True,False,50,5000,tech_starbase_4 tech_modular_engineering,tech_starbase_4 tech_starbase_3 tech_starbase_2 tech_starbase_1 tech_space_construction tech_modular_engineering,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,1,0,0,5000,0,0,1,0,0,5000,False,False,False
tech_strike_craft_1,engineering,voidcraft,1,False,False,False,False,90,780,tech_starbase_2,tech_starbase_2 tech_starbase_1 tech_space_construction,tech_strike_craft_2,tech_strike_craft_2 tech_strike_craft_3 tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate,0,0,1,0,0,780,0,0,1,0,0,2000,0,0,1,0,0,5000,0,0,0,0,0,0,0,0,2,0,0,40000,0,0,1,0,0,780,0,0,2,0,0,2780,0,0,3,0,0,7780,0,0,3,0,0,7780,0,0,5,0,0,47780,False,False,False
tech_strike_craft_2,engineering,voidcraft,2,False,False,False,False,70,2000,tech_strike_craft_1,tech_strike_craft_1 tech_starbase_2 tech_starbase_1 tech_space_construction,tech_strike_craft_3,tech_strike_craft_3 tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,1,0,0,5000,0,0,0,0,0,0,0,0,2,0,0,40000,0,0,0,0,0,0,0,0,1,0,0,2000,0,0,2,0,0,7000,0,0,2,0,0,7000,0,0,4,0,0,47000,False,False,False
tech_strike_craft_3,engineering,voidcraft,3,False,False,False,False,50,5000,tech_strike_craft_2,tech_strike_craft_2 tech_strike_craft_1 tech_starbase_2 tech_starbase_1 tech_space_construction,tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate,tech_repeatable_weapon_type_strike_craft_fire_damage tech_repeatable_weapon_type_strike_craft_fire_rate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,0,0,0,0,0,0,2,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000,0,0,1,0,0,5000,0,0,3,0,0,45000,False,False,False
tech_assault_armies,engineering,voidcraft,0,True,False,False,False,0,500,tech_planetary_defenses,tech_planetary_defenses,,,0,0,1,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,0,0,1,0,0,500,0,0,1,0,0,500,0,0,1,0,0,500,0,0,1,0,0,500,False,False,False
